sale_id,sale_date,product_name,category,quantity,unit_price,total_amount,payment_method,status
S-20260112-02500,2026-01-12,Godis påse,Snacks,1,16.91,16.91,swish,completed
S-20260112-00830,2026-01-12,Schampo,Personal Care,1,42.41,42.41,card,completed
S-20260112-00444,12/01/2026,Tvättmedel,Household,1,79.9,79.9,swish,completed
S-20260112-00472,2026-01-12,Smör 500g,Dairy,4,52.4,209.6,cash,completed
S-20260112-01217,12/01/2026,Äpplen,Produce,1,34.9,34.9,swish,completed
S-20260112-01877,2026-01-12,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260112-01428,2026-01-12,Läsk 1.5L,Beverages,4,24.9,99.6,card,completed
S-20260112-02469,12/01/2026,Gurka,Produce,1,19.9,19.9,card,completed
S-20260112-02416,2026-01-12,Tomater,Produce,3,39.9,119.7,card,refunded
S-20260112-00434,2026-01-12,Bananer,Produce,1,29.9,29.9,swish,Complete
S-20260112-00451,2026-01-12,Te 20-pack,beverages,2,31.41,62.82,swish,completed
S-20260112-01984,2026-01-12,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260112-01827,2026-01-12,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260112-01379,2026-01-12,Tonfisk burk,pantry,1,24.9,24.9,swish,done
S-20260112-00409,2026-01-12,Bröd Limpa,Bakery,3,29.9,89.7,cash,completed
S-20260112-02429,2026-01-12,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260112-00197,2026-01-12,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260112-01100,12/01/2026,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260112-01049,12/01/2026,Diskmedel,Household,3,29.9,89.7,card,completed
S-20260112-00942,12/01/2026,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260112-01000,12/01/2026,Schampo,Personal Care,1,49.9,49.9,swish,completed
S-20260112-00440,2026-01-12,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260112-02005,12/01/2026,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260112-01340,2026-01-12,Chokladkaka,Snacks,1,24.9,24.9,swish,completed
S-20260112-01539,12/01/2026,Diskmedel,Household,1,29.9,29.9,cash,completed
S-20260112-00730,12/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260112-00322,2026-01-12,Gurka,Produce,2,19.9,39.8,card,completed
S-20260112-01977,12/01/2026,Tandkräm,Personal Care,1,29.9,29.9,card,refunded
S-20260112-00368,2026-01-12,Chips 275g,Snacks,3,29.9,89.7,card,completed
S-20260112-01392,2026-01-12,Chips 275g,Snacks,1,26.91,26.91,cash,completed
S-20260112-02034,2026-01-12,Pasta 500g,Pantry,5,19.9,99.5,card,completed
S-20260112-01621,2026-01-12,Glass,Frozen,1,39.9,39.9,swish,completed
S-20260112-00999,12/01/2026,Kaffe 500g,Beverages,4,69.9,279.6,cash,completed
S-20260112-01394,2026-01-12,Bananer,Produce,1,29.9,29.9,card,completed
S-20260112-02589,2026-01-12,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260112-01271,2026-01-12,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260112-01245,2026-01-12,Chips 275g,Snacks,2,29.9,59.8,card,Complete
S-20260112-01507,2026-01-12,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260112-01072,2026-01-12,Tvättmedel,Household,1,75.91,75.91,swish,completed
S-20260112-01028,2026-01-12,Godis påse,Snacks,3,19.9,59.7,card,completed
S-20260112-00573,12/01/2026,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260112-00820,2026-01-12,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260112-00568,12/01/2026,Glass,Frozen,1,39.9,39.9,card,completed
S-20260112-00917,2026-01-12,Chips 275g,Snacks,1,29.9,29.9,swish,completed
S-20260112-02505,2026-01-12,Diskmedel,Household,1,26.91,26.91,card,refunded
S-20260112-01746,12/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,cash,completed
S-20260112-01115,2026-01-12,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260112-00481,12/01/2026,Läsk 1.5L,Beverages,2,24.9,49.8,swish,completed
S-20260112-01616,2026-01-12,Chips 275g,Snacks,2,26.91,53.82,card,completed
S-20260112-00663,2026-01-12,Glass,Frozen,2,39.9,79.8,card,completed
S-20260112-01713,12/01/2026,Godis påse,Snacks,2,17.91,35.82,card,completed
S-20260112-00555,2026-01-12,Tonfisk burk,Pantry,3,24.9,74.7,swish,completed
S-20260112-01299,2026-01-12,Ris 1kg,Pantry,2,28.4,56.8,card,completed
S-20260112-02493,12/01/2026,Chips 275g,Snacks,2,28.4,56.8,cash,completed
S-20260112-00044,12/01/2026,Tomater,Produce,3,39.9,119.7,card,completed
S-20260112-00970,2026-01-12,Chokladkaka,Snacks,1,23.65,23.65,swish,completed
S-20260112-00784,2026-01-12,Gurka,Produce,1,19.9,19.9,card,completed
S-20260112-02383,2026-01-12,Krossade tomater,Pantry,3,14.9,44.7,card,completed
S-20260112-01371,2026-01-12,Mineralvatten 0.5L,Beverages,5,14.9,74.5,card,completed
S-20260112-02130,2026-01-12,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260112-01322,2026-01-12,Schampo,Personal Care,1,47.4,47.4,swish,completed
S-20260112-00652,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260112-01160,2026-01-12,Mjölk 1L,Dairy,1,18.9,18.9,cash,completed
S-20260112-01830,2026-01-12,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260112-01989,2026-01-12,Glass,Frozen,1,39.9,39.9,card,completed
S-20260112-01917,2026-01-12,Godis påse,Snacks,3,19.9,59.7,swish,completed
S-20260112-02427,2026-01-12,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260112-00394,12/01/2026,Tandkräm,Personal Care,2,32.89,65.78,swish,done
S-20260112-02507,12/01/2026,Chokladkaka,Snacks,3,24.9,74.7,card,completed
S-20260112-02515,2026-01-12,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260112-02173,12/01/2026,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260112-00965,2026-01-12,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260112-00222,2026-01-12,Smör 500g,Dairy,2,49.9,99.8,cash,completed
S-20260112-01074,12/01/2026,Pasta 500g,Pantry,1,19.9,19.9,swish,completed
S-20260112-01481,2026-01-12,Tomater,Produce,2,39.9,79.8,card,completed
S-20260112-01617,2026-01-12,Te 20-pack,Beverages,5,34.9,174.5,card,completed
S-20260112-01515,2026-01-12,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260112-01506,2026-01-12,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260112-02579,2026-01-12,Toalettpapper 8-pack,Household,1,53.91,53.91,card,completed
S-20260112-01499,2026-01-12,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260112-00762,2026-01-12,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260112-00408,2026-01-12,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260112-01966,2026-01-12,Cigaretter,Tobacco,1,82.95,82.95,card,completed
S-20260112-01995,12/01/2026,Tvättmedel,Household,2,75.91,151.82,card,completed
S-20260112-00479,2026-01-12,Smör 500g,Dairy,4,49.9,199.6,card,Complete
S-20260112-00283,2026-01-12,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260112-00932,2026-01-12,Bröd Limpa,Bakery,3,29.9,89.7,card,completed
S-20260112-01433,12/01/2026,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260112-00436,12/01/2026,Tonfisk burk,Pantry,2,21.16,42.32,card,Complete
S-20260112-01018,2026-01-12,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260112-02018,2026-01-12,Bananer,Produce,2,29.9,59.8,card,completed
S-20260112-01477,2026-01-12,Tomater,Produce,2,39.9,79.8,card,completed
S-20260112-00496,12/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260112-00835,2026-01-12,Frysta ärtor,Frozen,1,24.9,24.9,cash,completed
S-20260112-02114,2026-01-12,Tonfisk burk,Pantry,3,24.9,74.7,card,refunded
S-20260112-01356,2026-01-12,Tandkräm,Personal Care,3,29.9,89.7,card,refunded
S-20260112-01367,2026-01-12,Bananer,Produce,2,29.9,59.8,card,completed
S-20260112-01568,2026-01-12,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260112-01638,2026-01-12,Bananer,Produce,1,29.9,29.9,card,completed
S-20260112-01326,2026-01-12,Kaffe 500g,Beverages,1,66.41,66.41,swish,refunded
S-20260112-00980,2026-01-12,Diskmedel,Household,2,29.9,59.8,swish,completed
S-20260112-02461,2026-01-12,Te 20-pack,Beverages,5,36.65,183.25,cash,completed
S-20260112-00189,12/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,cash,completed
S-20260112-01511,2026-01-12,Mjölk 1L,Dairy,3,18.9,56.7,card,completed
S-20260112-01870,2026-01-12,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260112-00486,12/01/2026,Toalettpapper 8-pack,Household,3,59.9,179.7,swish,completed
S-20260112-01358,12/01/2026,Ris 1kg,Pantry,1,29.9,29.9,swish,completed
S-20260112-01180,2026-01-12,Glass,Frozen,1,39.9,39.9,card,completed
S-20260112-01901,12/01/2026,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260112-01555,12/01/2026,Glass,Frozen,1,43.89,43.89,card,completed
S-20260112-00600,12/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260112-02150,2026-01-12,Pasta 500g,Pantry,3,19.9,59.7,swish,completed
S-20260112-02076,12/01/2026,Pasta 500g,Pantry,3,19.9,59.7,swish,completed
S-20260112-01208,2026-01-12,Tonfisk burk,Pantry,1,24.9,24.9,swish,completed
S-20260112-00768,12/01/2026,Schampo,Personal Care,3,49.9,149.7,card,completed
S-20260112-00458,2026-01-12,Te 20-pack,Beverages,1,29.66,29.66,card,completed
S-20260112-02271,12/01/2026,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260112-00813,12/01/2026,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260112-01881,2026-01-12,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260112-01048,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260112-00169,2026-01-12,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260112-00297,2026-01-12,Ris 1kg,Pantry,2,29.9,59.8,swish,completed
S-20260112-01703,2026-01-12,Tomater,Produce,1,39.9,39.9,card,completed
S-20260112-00846,2026-01-12,Tvättmedel,Household,1,79.9,79.9,cash,completed
S-20260112-02212,12/01/2026,Glass,Frozen,3,39.9,119.7,card,completed
S-20260112-02269,2026-01-12,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260112-01458,2026-01-12,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260112-00195,2026-01-12,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260112-01099,2026-01-12,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260112-00858,2026-01-12,Glass,Frozen,1,39.9,39.9,swish,completed
S-20260112-01581,2026-01-12,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260112-02218,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,swish,completed
S-20260112-02483,2026-01-12,Schampo,Personal Care,4,49.9,199.6,card,completed
S-20260112-02568,2026-01-12,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260112-02289,2026-01-12,Läsk 1.5L,Beverages,1,24.9,,card,completed
S-20260112-02320,2026-01-12,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260112-01091,12/01/2026,Bananer,Produce,3,29.9,89.7,card,completed
S-20260112-00841,12/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260112-00909,2026-01-12,Smör 500g,Dairy,1,49.9,49.9,swish,completed
S-20260112-00457,2026-01-12,Tonfisk burk,Pantry,1,24.9,24.9,cash,completed
S-20260112-02417,2026-01-12,Bröd Limpa,Bakery,1,29.9,29.9,swish,completed
S-20260112-02006,2026-01-12,Godis påse,Snacks,2,19.9,39.8,card,completed
S-20260112-02378,12/01/2026,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260112-01223,2026-01-12,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260112-00094,2026-01-12,Äpplen,Produce,2,34.9,69.8,swish,completed
S-20260112-01227,12/01/2026,Ägg 12-pack,Dairy,1,35.91,35.91,card,completed
S-20260112-00788,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260112-01275,2026-01-12,Tomater,Produce,1,39.9,39.9,swish,completed
S-20260112-01337,2026-01-12,Tandkräm,Personal Care,1,32.89,32.89,swish,completed
S-20260112-01035,12/01/2026,Bröd Limpa,Bakery,1,26.91,26.91,card,completed
S-20260112-00135,2026-01-12,Mjölk 1L,Dairy,4,17.01,68.04,card,completed
S-20260112-00211,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,card,Complete
S-20260112-00433,12/01/2026,Gurka,Produce,2,19.9,39.8,swish,completed
S-20260112-01808,2026-01-12,Frysta ärtor,Frozen,1,27.39,27.39,card,completed
S-20260112-01755,2026-01-12,Te 20-pack,Beverages,5,34.9,174.5,card,completed
S-20260112-01641,12/01/2026,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260112-02542,2026-01-12,Tomater,Produce,2,39.9,79.8,card,completed
S-20260112-00946,12/01/2026,Tomater,Produce,1,39.9,39.9,card,completed
S-20260112-02616,2026-01-12,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260112-01126,12/01/2026,Gurka,Produce,2,20.89,41.78,card,completed
S-20260112-01859,12/01/2026,Chokladkaka,Snacks,3,24.9,74.7,card,completed
S-20260112-02166,12/01/2026,Chips 275g,Snacks,5,29.9,149.5,card,completed
S-20260112-01799,2026-01-12,Chokladkaka,Snacks,1,24.9,24.9,cash,completed
S-20260112-02406,2026-01-12,Glass,Frozen,2,39.9,79.8,card,completed
S-20260112-00464,12/01/2026,Tandkräm,Personal Care,2,29.9,59.8,swish,completed
S-20260112-02400,12/01/2026,Krossade tomater,Pantry,2,16.39,32.78,card,completed
S-20260112-00882,2026-01-12,Gurka,Produce,2,19.9,39.8,card,completed
S-20260112-00179,2026-01-12,Gurka,Produce,4,19.9,79.6,card,completed
S-20260112-02449,2026-01-12,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260112-01522,2026-01-12,Cigaretter,Tobacco,2,79.0,158.0,card,completed
S-20260112-02139,12/01/2026,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260112-01502,12/01/2026,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260112-02193,2026-01-12,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260112-01286,2026-01-12,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260112-01663,2026-01-12,Kaffe 500g,Beverages,3,69.9,209.7,swish,completed
S-20260112-00966,2026-01-12,Godis påse,Snacks,1,20.89,20.89,card,completed
S-20260112-02240,2026-01-12,Te 20-pack,Beverages,1,38.39,38.39,swish,completed
S-20260112-01926,12/01/2026,Tomater,produce,1,39.9,39.9,swish,completed
S-20260112-01058,12/01/2026,Bananer,Produce,1,29.9,29.9,card,completed
S-20260112-00200,12/01/2026,Kaffe 500g,Beverages,2,69.9,139.8,card,completed
S-20260112-02326,12/01/2026,Tandkräm,Personal Care,4,29.9,119.6,swish,completed
S-20260112-00507,2026-01-12,Äpplen,Produce,3,34.9,104.7,card,completed
S-20260112-00247,12/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260112-02119,12/01/2026,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260112-00290,2026-01-12,Pasta 500g,Pantry,2,19.9,39.8,card,completed
S-20260112-01473,2026-01-12,Mineralvatten 0.5L,Beverages,3,13.41,40.23,cash,completed
S-20260112-00569,2026-01-12,Bananer,Produce,3,29.9,89.7,swish,completed
S-20260112-02528,2026-01-12,Bröd Limpa,Bakery,4,29.9,119.6,card,done
S-20260112-01704,2026-01-12,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260112-01906,12/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260112-00611,2026-01-12,Smör 500g,Dairy,1,44.91,44.91,card,completed
S-20260112-00706,2026-01-12,Äpplen,Produce,3,34.9,104.7,card,completed
S-20260112-01583,2026-01-12,Mineralvatten 0.5L,Beverages,2,14.9,29.8,card,completed
S-20260112-02472,2026-01-12,Bananer,Produce,3,29.9,89.7,card,completed
S-20260112-01104,2026-01-12,Tvättmedel,Household,4,79.9,319.6,card,completed
S-20260112-02633,2026-01-12,Ägg 12-pack,Dairy,1,39.9,39.9,swish,completed
S-20260112-00105,2026-01-12,Krossade tomater,Pantry,3,14.9,44.7,swish,completed
S-20260112-01763,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,swish,completed
S-20260112-01095,12/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260112-02012,12/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260112-00810,2026-01-12,Pasta 500g,Pantry,1,19.9,19.9,card,refunded
S-20260112-01805,2026-01-12,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260112-01845,12/01/2026,Tvättmedel,Household,4,79.9,319.6,card,Complete
S-20260112-00227,2026-01-12,Äpplen,produce,3,34.9,104.7,card,completed
S-20260112-00232,12/01/2026,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260112-00423,2026-01-12,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260112-01361,2026-01-12,Bananer,produce,3,29.9,89.7,card,completed
S-20260112-00112,2026-01-12,Tomater,Produce,1,39.9,39.9,card,completed
S-20260112-00052,2026-01-12,Ris 1kg,Pantry,2,29.9,59.8,cash,completed
S-20260112-01377,12/01/2026,Chips 275g,snacks,1,29.9,29.9,card,completed
S-20260112-01117,2026-01-12,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260112-01430,2026-01-12,Läsk 1.5L,Beverages,3,24.9,74.7,cash,completed
S-20260112-02574,2026-01-12,Tomater,Produce,1,43.89,43.89,card,completed
S-20260112-00319,12/01/2026,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260112-01519,2026-01-12,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260112-02202,12/01/2026,Glass,Frozen,1,39.9,39.9,card,completed
S-20260112-01261,12/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260112-02373,2026-01-12,Godis påse,Snacks,2,20.89,41.78,card,completed
S-20260112-00369,12/01/2026,Pasta 500g,Pantry,1,16.91,16.91,card,completed
S-20260112-02167,2026-01-12,Gurka,Produce,2,19.9,39.8,card,completed
S-20260112-02361,2026-01-12,Glass,Frozen,1,39.9,39.9,card,completed
S-20260112-01851,12/01/2026,Gurka,Produce,1,19.9,19.9,cash,done
S-20260112-00757,2026-01-12,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260112-00213,2026-01-12,Chokladkaka,Snacks,2,24.9,49.8,cash,completed
S-20260112-01743,2026-01-12,Schampo,Personal Care,2,49.9,99.8,cash,completed
S-20260112-00651,2026-01-12,Godis påse,Snacks,1,19.9,19.9,swish,completed
S-20260112-01979,2026-01-12,Bröd Limpa,Bakery,3,29.9,89.7,swish,completed
S-20260112-01645,2026-01-12,Äpplen,Produce,1,34.9,34.9,swish,completed
S-20260112-01062,2026-01-12,Gurka,Produce,5,19.9,99.5,card,completed
S-20260112-01038,2026-01-12,Godis påse,Snacks,2,16.91,33.82,swish,completed
S-20260112-02323,2026-01-12,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260112-00219,2026-01-12,Mineralvatten 0.5L,Beverages,2,14.9,29.8,cash,Complete
S-20260112-01188,2026-01-12,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260112-01254,2026-01-12,Smör 500g,Dairy,1,44.91,44.91,card,completed
