sale_id,sale_date,product_name,category,quantity,unit_price,total_amount,payment_method,status
S-20260116-00933,2026-01-16,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260116-02085,16/01/2026,Tvättmedel,Household,2,79.9,159.8,swish,completed
S-20260116-01791,16/01/2026,Mjölk 1L,Dairy,2,18.9,37.8,card,Complete
S-20260116-00325,2026-01-16,Mjölk 1L,dairy,2,18.9,37.8,card,completed
S-20260116-01293,2026-01-16,Pasta 500g,Pantry,1,19.9,19.9,swish,completed
S-20260116-00619,16/01/2026,Te 20-pack,Beverages,3,29.66,88.98,card,completed
S-20260116-01270,2026-01-16,Cigaretter,Tobacco,2,79.0,158.0,card,completed
S-20260116-00781,2026-01-16,Läsk 1.5L,Beverages,2,23.65,47.3,swish,completed
S-20260116-01048,2026-01-16,Bananer,Produce,2,29.9,59.8,card,completed
S-20260116-02101,2026-01-16,Ris 1kg,Pantry,2,29.9,,card,completed
S-20260116-00606,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,swish,completed
S-20260116-01764,2026-01-16,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260116-01182,16/01/2026,Frysta ärtor,Frozen,2,23.65,47.3,card,completed
S-20260116-00530,16/01/2026,Godis påse,Snacks,2,19.9,39.8,card,completed
S-20260116-01414,16/01/2026,Diskmedel,Household,1,26.91,26.91,card,completed
S-20260116-01709,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-01568,2026-01-16,Äpplen,Produce,1,31.41,31.41,card,completed
S-20260116-01494,2026-01-16,Kaffe 500g,Beverages,3,69.9,209.7,card,completed
S-20260116-00544,2026-01-16,Diskmedel,Household,2,25.41,50.82,card,completed
S-20260116-00681,2026-01-16,Krossade tomater,Pantry,1,14.9,,swish,completed
S-20260116-00679,2026-01-16,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260116-01561,2026-01-16,Frysta ärtor,Frozen,1,24.9,24.9,cash,refunded
S-20260116-01667,2026-01-16,Tomater,Produce,1,39.9,39.9,card,completed
S-20260116-00298,2026-01-16,Chips 275g,Snacks,2,29.9,59.8,swish,completed
S-20260116-01786,16/01/2026,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260116-00481,2026-01-16,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260116-01655,2026-01-16,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260116-01449,16/01/2026,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260116-01139,2026-01-16,Toalettpapper 8-pack,Household,4,59.9,239.6,cash,completed
S-20260116-00068,2026-01-16,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260116-01129,2026-01-16,Mineralvatten 0.5L,Beverages,1,14.9,14.9,swish,completed
S-20260116-00589,2026-01-16,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260116-01327,2026-01-16,Tandkräm,Personal Care,2,29.9,59.8,card,completed
S-20260116-00535,2026-01-16,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260116-00977,16/01/2026,Krossade tomater,Pantry,2,12.66,25.32,swish,completed
S-20260116-00030,2026-01-16,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260116-01621,2026-01-16,Krossade tomater,pantry,4,14.9,59.6,swish,completed
S-20260116-00212,2026-01-16,Chokladkaka,Snacks,2,24.9,49.8,card,completed
S-20260116-01824,16/01/2026,Bananer,Produce,1,29.9,29.9,swish,done
S-20260116-02071,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-00772,2026-01-16,Schampo,Personal Care,2,49.9,99.8,swish,completed
S-20260116-01289,2026-01-16,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260116-01107,2026-01-16,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260116-01121,2026-01-16,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260116-01135,16/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-00282,2026-01-16,Ägg 12-pack,Dairy,2,39.9,79.8,card,refunded
S-20260116-00907,2026-01-16,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260116-01076,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,cash,completed
S-20260116-01433,2026-01-16,Pasta 500g,pantry,1,18.9,18.9,swish,completed
S-20260116-00052,2026-01-16,Mineralvatten 0.5L,Beverages,1,13.41,13.41,card,completed
S-20260116-00307,2026-01-16,Läsk 1.5L,Beverages,5,24.9,124.5,card,completed
S-20260116-01380,16/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260116-01212,16/01/2026,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260116-01240,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-01318,2026-01-16,Krossade tomater,Pantry,4,14.9,59.6,card,completed
S-20260116-00487,2026-01-16,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260116-01114,2026-01-16,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-00451,2026-01-16,Tomater,Produce,2,39.9,79.8,card,completed
S-20260116-01692,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-00533,2026-01-16,Ris 1kg,pantry,3,29.9,89.7,card,completed
S-20260116-00241,16/01/2026,Ägg 12-pack,Dairy,1,35.91,35.91,card,completed
S-20260116-00766,2026-01-16,Glass,Frozen,1,39.9,39.9,card,completed
S-20260116-01450,2026-01-16,Mineralvatten 0.5L,Beverages,2,14.9,29.8,swish,completed
S-20260116-01476,2026-01-16,Glass,Frozen,3,39.9,119.7,card,completed
S-20260116-00819,16/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260116-01576,2026-01-16,Schampo,Personal Care,1,47.4,47.4,card,completed
S-20260116-01645,16/01/2026,Bananer,Produce,1,31.39,31.39,card,completed
S-20260116-00317,2026-01-16,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260116-01186,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-01893,16/01/2026,Mineralvatten 0.5L,Beverages,1,13.41,13.41,cash,completed
S-20260116-00290,16/01/2026,Krossade tomater,Pantry,1,14.15,14.15,swish,completed
S-20260116-00197,16/01/2026,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260116-00129,2026-01-16,Bananer,Produce,2,29.9,59.8,card,completed
S-20260116-00255,2026-01-16,Chokladkaka,Snacks,1,21.16,21.16,card,completed
S-20260116-01310,2026-01-16,Diskmedel,Household,1,29.9,29.9,swish,completed
S-20260116-01556,2026-01-16,Kaffe 500g,Beverages,2,62.91,125.82,card,completed
S-20260116-01436,16/01/2026,Ägg 12-pack,Dairy,2,33.91,67.82,swish,completed
S-20260116-00720,2026-01-16,Tonfisk burk,Pantry,1,21.16,21.16,card,completed
S-20260116-00333,2026-01-16,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260116-00101,2026-01-16,Tandkräm,Personal Care,2,29.9,59.8,swish,Complete
S-20260116-00987,2026-01-16,Gurka,Produce,1,19.9,19.9,card,completed
S-20260116-00240,2026-01-16,Bananer,Produce,1,29.9,29.9,cash,completed
S-20260116-01838,16/01/2026,Mjölk 1L,Dairy,1,17.01,17.01,cash,completed
S-20260116-00906,2026-01-16,Diskmedel,Household,1,29.9,29.9,cash,completed
S-20260116-00479,16/01/2026,Tandkräm,Personal Care,1,32.89,32.89,card,completed
S-20260116-01432,2026-01-16,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260116-00737,2026-01-16,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260116-00949,2026-01-16,Mjölk 1L,Dairy,4,18.9,75.6,card,completed
S-20260116-00908,2026-01-16,Krossade tomater,Pantry,2,12.66,25.32,card,completed
S-20260116-00793,2026-01-16,Mjölk 1L,Dairy,1,18.9,18.9,cash,completed
S-20260116-00768,2026-01-16,Chokladkaka,Snacks,2,22.41,44.82,card,completed
S-20260116-00635,2026-01-16,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260116-01750,2026-01-16,Kaffe 500g,Beverages,1,69.9,69.9,swish,completed
S-20260116-00260,16/01/2026,Mineralvatten 0.5L,Beverages,1,12.66,12.66,swish,completed
S-20260116-01928,2026-01-16,Ägg 12-pack,Dairy,2,39.9,79.8,cash,completed
S-20260116-01841,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260116-00428,16/01/2026,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260116-02023,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260116-02072,2026-01-16,Pasta 500g,Pantry,2,20.89,41.78,card,completed
S-20260116-00121,2026-01-16,Glass,Frozen,1,33.91,33.91,card,completed
S-20260116-00846,16/01/2026,Chips 275g,Snacks,2,28.4,56.8,swish,completed
S-20260116-01011,16/01/2026,Läsk 1.5L,Beverages,2,24.9,49.8,cash,completed
S-20260116-01282,2026-01-16,Mineralvatten 0.5L,Beverages,1,12.66,12.66,card,completed
S-20260116-00057,2026-01-16,Tandkräm,Personal Care,2,26.91,53.82,cash,completed
S-20260116-01876,2026-01-16,Mineralvatten 0.5L,Beverages,1,14.9,14.9,swish,completed
S-20260116-01001,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260116-00568,2026-01-16,Tomater,Produce,1,39.9,39.9,swish,completed
S-20260116-00573,2026-01-16,Godis påse,Snacks,3,19.9,59.7,card,completed
S-20260116-01302,2026-01-16,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260116-00941,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-02039,2026-01-16,Tonfisk burk,Pantry,1,24.9,24.9,swish,completed
S-20260116-00232,2026-01-16,Glass,Frozen,1,39.9,39.9,cash,completed
S-20260116-02013,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-01394,2026-01-16,Pasta 500g,Pantry,1,16.91,16.91,card,completed
S-20260116-01557,2026-01-16,Mjölk 1L,Dairy,2,18.9,37.8,card,Complete
S-20260116-00185,2026-01-16,Bananer,Produce,2,29.9,59.8,card,completed
S-20260116-01512,2026-01-16,Gurka,Produce,1,17.91,17.91,card,completed
S-20260116-01119,2026-01-16,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260116-01608,16/01/2026,Glass,Frozen,2,39.9,79.8,cash,completed
S-20260116-01316,16/01/2026,Frysta ärtor,Frozen,1,23.65,23.65,card,completed
S-20260116-01801,16/01/2026,Bananer,Produce,2,29.9,59.8,card,completed
S-20260116-00837,2026-01-16,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260116-01538,16/01/2026,Bröd Limpa,Bakery,2,25.41,50.82,card,completed
S-20260116-01482,2026-01-16,Frysta ärtor,Frozen,1,24.9,24.9,swish,completed
S-20260116-01912,2026-01-16,Glass,Frozen,1,39.9,39.9,card,refunded
S-20260116-02006,2026-01-16,Tonfisk burk,Pantry,1,24.9,24.9,swish,completed
S-20260116-01191,2026-01-16,Glass,Frozen,1,39.9,39.9,swish,completed
S-20260116-01614,2026-01-16,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260116-00584,16/01/2026,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260116-00483,2026-01-16,Bananer,Produce,1,29.9,29.9,card,completed
S-20260116-00070,16/01/2026,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260116-01126,2026-01-16,Chips 275g,Snacks,1,28.4,28.4,card,completed
S-20260116-00276,2026-01-16,Kaffe 500g,Beverages,2,69.9,139.8,cash,completed
S-20260116-01269,16/01/2026,Tvättmedel,Household,2,75.91,151.82,card,completed
S-20260116-01895,2026-01-16,Smör 500g,Dairy,2,42.41,84.82,card,completed
S-20260116-00252,16/01/2026,Mineralvatten 0.5L,beverages,1,14.9,14.9,card,completed
S-20260116-00637,2026-01-16,Äpplen,Produce,1,36.65,36.65,swish,completed
S-20260116-02008,16/01/2026,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260116-01793,2026-01-16,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260116-00472,2026-01-16,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260116-01693,2026-01-16,Te 20-pack,Beverages,1,34.9,34.9,cash,completed
S-20260116-01976,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,cancelled
S-20260116-01390,16/01/2026,Smör 500g,Dairy,1,49.9,49.9,card,done
S-20260116-02124,2026-01-16,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260116-01294,2026-01-16,Krossade tomater,Pantry,2,14.9,29.8,card,completed
S-20260116-01171,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-01630,16/01/2026,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260116-01641,2026-01-16,Gurka,Produce,1,16.91,16.91,card,completed
S-20260116-01503,2026-01-16,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260116-00100,16/01/2026,Krossade tomater,Pantry,2,14.9,29.8,card,completed
S-20260116-00995,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-01726,2026-01-16,Bananer,Produce,1,29.9,29.9,swish,completed
S-20260116-00783,2026-01-16,Ägg 12-pack,Dairy,3,39.9,119.7,cash,done
S-20260116-00291,2026-01-16,Läsk 1.5L,Beverages,3,24.9,74.7,card,completed
S-20260116-00384,2026-01-16,Chips 275g,Snacks,1,29.9,29.9,card,done
S-20260116-01335,2026-01-16,Smör 500g,Dairy,1,49.9,49.9,swish,completed
S-20260116-00904,2026-01-16,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260116-01518,16/01/2026,Läsk 1.5L,beverages,3,24.9,74.7,card,completed
S-20260116-01234,16/01/2026,Tvättmedel,Household,4,79.9,319.6,card,completed
S-20260116-00125,2026-01-16,Ris 1kg,Pantry,2,29.9,59.8,card,completed
S-20260116-00857,2026-01-16,Schampo,personal care,2,49.9,99.8,card,completed
S-20260116-01369,16/01/2026,Gurka,Produce,2,19.9,39.8,card,completed
S-20260116-00811,2026-01-16,Mineralvatten 0.5L,Beverages,2,14.9,29.8,swish,completed
S-20260116-00651,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260116-01657,2026-01-16,Gurka,Produce,4,19.9,79.6,card,done
S-20260116-00427,2026-01-16,Glass,Frozen,1,37.9,37.9,card,completed
S-20260116-01961,2026-01-16,Gurka,Produce,1,19.9,19.9,card,completed
S-20260116-01567,2026-01-16,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-00066,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,swish,completed
S-20260116-00708,2026-01-16,Te 20-pack,Beverages,4,34.9,139.6,card,completed
S-20260116-00388,2026-01-16,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260116-00994,16/01/2026,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260116-00611,2026-01-16,Kaffe 500g,Beverages,2,69.9,139.8,card,completed
S-20260116-01636,16/01/2026,Cigaretter,Tobacco,1,67.15,67.15,card,completed
S-20260116-00991,2026-01-16,Tvättmedel,Household,3,79.9,239.7,card,completed
S-20260116-00944,16/01/2026,Chokladkaka,Snacks,1,21.16,21.16,card,completed
S-20260116-01585,16/01/2026,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260116-02037,2026-01-16,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260116-00368,2026-01-16,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260116-01648,2026-01-16,Schampo,Personal Care,1,49.9,49.9,cash,completed
S-20260116-01490,16/01/2026,Chokladkaka,Snacks,3,24.9,74.7,card,completed
S-20260116-01746,16/01/2026,Toalettpapper 8-pack,Household,3,59.9,179.7,card,completed
S-20260116-01941,16/01/2026,Tandkräm,Personal Care,1,29.9,29.9,card,refunded
S-20260116-01442,16/01/2026,Toalettpapper 8-pack,Household,2,59.9,119.8,card,completed
S-20260116-00248,16/01/2026,Ris 1kg,Pantry,1,29.9,29.9,swish,done
S-20260116-00308,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260116-00441,2026-01-16,Schampo,Personal Care,3,49.9,149.7,card,completed
S-20260116-00745,2026-01-16,Ägg 12-pack,Dairy,2,39.9,79.8,card,done
S-20260116-00186,2026-01-16,Cigaretter,Tobacco,2,79.0,158.0,card,refunded
S-20260116-01238,16/01/2026,Tvättmedel,household,4,71.91,287.64,cash,completed
S-20260116-00213,2026-01-16,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260116-01624,2026-01-16,Te 20-pack,Beverages,1,29.66,29.66,card,Complete
S-20260116-01028,2026-01-16,Tomater,Produce,2,39.9,79.8,card,completed
S-20260116-01731,2026-01-16,Bröd Limpa,Bakery,2,29.9,59.8,swish,completed
S-20260116-00135,2026-01-16,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260116-00097,2026-01-16,Frysta ärtor,Frozen,5,24.9,124.5,card,completed
S-20260116-02041,16/01/2026,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260116-01404,2026-01-16,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260116-01386,2026-01-16,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260116-00362,16/01/2026,Diskmedel,Household,3,29.9,89.7,cash,completed
S-20260116-00189,2026-01-16,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260116-01572,16/01/2026,Gurka,Produce,4,19.9,79.6,card,completed
S-20260116-00486,2026-01-16,Cigaretter,Tobacco,1,67.15,67.15,card,completed
S-20260116-02094,2026-01-16,Bananer,Produce,1,29.9,29.9,card,completed
S-20260116-01243,2026-01-16,Smör 500g,Dairy,5,49.9,249.5,card,completed
S-20260116-00508,16/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-01341,2026-01-16,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260116-01211,2026-01-16,Frysta ärtor,Frozen,1,23.65,23.65,card,completed
S-20260116-01939,2026-01-16,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260116-01453,16/01/2026,Godis påse,Snacks,1,19.9,19.9,cash,completed
S-20260116-01973,2026-01-16,Mineralvatten 0.5L,Beverages,2,14.9,29.8,card,completed
S-20260116-00211,2026-01-16,Chips 275g,Snacks,1,29.9,29.9,swish,completed
S-20260116-02108,2026-01-16,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-01074,2026-01-16,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260116-00695,2026-01-16,Bananer,Produce,1,28.4,28.4,swish,completed
S-20260116-01650,2026-01-16,Te 20-pack,Beverages,2,34.9,69.8,card,completed
S-20260116-01949,2026-01-16,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260116-01044,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260116-00638,2026-01-16,Smör 500g,Dairy,3,49.9,149.7,card,completed
S-20260116-00820,2026-01-16,Glass,Frozen,1,39.9,39.9,card,refunded
S-20260116-00221,2026-01-16,Mjölk 1L,Dairy,2,18.9,37.8,swish,completed
S-20260116-01950,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260116-00238,2026-01-16,Te 20-pack,Beverages,2,34.9,69.8,card,completed
S-20260116-01930,2026-01-16,Ägg 12-pack,Dairy,1,35.91,35.91,cash,completed
S-20260116-02061,2026-01-16,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260116-02032,2026-01-16,Äpplen,Produce,1,34.9,34.9,swish,completed
S-20260116-01095,2026-01-16,Chips 275g,Snacks,5,28.4,142.0,card,completed
S-20260116-02090,16/01/2026,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-02024,16/01/2026,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260116-01227,16/01/2026,Tandkräm,Personal Care,3,29.9,89.7,card,completed
S-20260116-01670,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260116-00014,16/01/2026,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260116-01024,16/01/2026,Frysta ärtor,Frozen,1,23.65,23.65,swish,completed
S-20260116-01860,2026-01-16,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260116-01626,16/01/2026,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260116-00680,2026-01-16,Kaffe 500g,Beverages,2,69.9,139.8,card,completed
S-20260116-00411,2026-01-16,Bröd Limpa,Bakery,1,28.4,28.4,card,completed
S-20260116-00742,2026-01-16,Ris 1kg,Pantry,1,26.91,26.91,card,completed
S-20260116-01562,2026-01-16,Kaffe 500g,Beverages,1,69.9,69.9,swish,completed
S-20260116-00756,16/01/2026,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260116-01176,2026-01-16,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260116-00417,2026-01-16,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260116-01407,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,swish,completed
S-20260116-00858,16/01/2026,Tandkräm,Personal Care,2,25.41,50.82,swish,completed
S-20260116-00421,2026-01-16,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260116-00351,2026-01-16,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-01006,16/01/2026,Diskmedel,Household,1,29.9,29.9,swish,completed
S-20260116-00711,2026-01-16,Chokladkaka,Snacks,2,24.9,49.8,card,completed
S-20260116-01846,2026-01-16,Äpplen,Produce,2,34.9,69.8,swish,completed
S-20260116-01615,16/01/2026,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-01921,16/01/2026,Ägg 12-pack,Dairy,2,35.91,71.82,card,completed
S-20260116-01014,16/01/2026,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260116-02116,2026-01-16,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260116-00122,16/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260116-01434,16/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,cancelled
S-20260116-01856,2026-01-16,Bröd Limpa,Bakery,2,29.9,59.8,swish,completed
S-20260116-01068,2026-01-16,Krossade tomater,Pantry,2,13.41,26.82,swish,completed
S-20260116-01158,16/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-01290,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260116-00966,16/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260116-00116,16/01/2026,Bananer,Produce,3,29.9,89.7,card,completed
S-20260116-01922,16/01/2026,Bröd Limpa,Bakery,3,28.4,85.2,card,completed
S-20260116-01988,2026-01-16,Tandkräm,Personal Care,3,28.4,85.2,card,completed
S-20260116-00322,2026-01-16,Bananer,Produce,1,29.9,29.9,swish,completed
S-20260116-01133,2026-01-16,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260116-01868,2026-01-16,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260116-00586,16/01/2026,Gurka,Produce,5,19.9,99.5,card,completed
S-20260116-01542,2026-01-16,Tomater,Produce,3,39.9,119.7,card,completed
S-20260116-00930,2026-01-16,Cigaretter,Tobacco,1,79.0,79.0,swish,completed
S-20260116-00722,2026-01-16,Diskmedel,Household,1,29.9,29.9,swish,completed
S-20260116-01338,16/01/2026,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260116-01539,2026-01-16,Kaffe 500g,Beverages,2,69.9,139.8,card,completed
S-20260116-01548,2026-01-16,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260116-01473,2026-01-16,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260116-00484,2026-01-16,Godis påse,Snacks,1,19.9,19.9,swish,completed
S-20260116-01161,2026-01-16,Ris 1kg,Pantry,1,29.9,29.9,cash,completed
S-20260116-01519,2026-01-16,Kaffe 500g,Beverages,1,69.9,69.9,swish,completed
S-20260116-00773,2026-01-16,Chips 275g,snacks,1,29.9,29.9,cash,completed
S-20260116-01707,2026-01-16,Tonfisk burk,Pantry,4,24.9,99.6,card,completed
