sale_id,sale_date,product_name,category,quantity,unit_price,total_amount,payment_method,status
S-20260114-00355,2026-01-14,Chokladkaka,Snacks,2,23.65,47.3,swish,completed
S-20260114-01722,2026-01-14,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260114-01504,14/01/2026,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260114-01380,2026-01-14,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-00531,14/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260114-00706,2026-01-14,Chokladkaka,Snacks,2,24.9,49.8,card,refunded
S-20260114-01179,2026-01-14,Frysta ärtor,Frozen,1,26.14,26.14,card,completed
S-20260114-00846,2026-01-14,Tonfisk burk,Pantry,2,24.9,49.8,swish,completed
S-20260114-01691,2026-01-14,Gurka,Produce,3,21.89,65.67,card,completed
S-20260114-00655,2026-01-14,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260114-00922,2026-01-14,Toalettpapper 8-pack,Household,5,50.91,254.55,card,completed
S-20260114-00465,2026-01-14,Mjölk 1L,Dairy,1,20.79,20.79,card,completed
S-20260114-01007,2026-01-14,Gurka,produce,2,19.9,39.8,card,completed
S-20260114-00708,2026-01-14,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260114-00486,14/01/2026,Bananer,Produce,2,29.9,59.8,swish,completed
S-20260114-01539,2026-01-14,Schampo,Personal Care,3,49.9,149.7,card,completed
S-20260114-01929,14/01/2026,Glass,Frozen,5,39.9,199.5,card,completed
S-20260114-00189,2026-01-14,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260114-02063,2026-01-14,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260114-00290,2026-01-14,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260114-01842,2026-01-14,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260114-00987,2026-01-14,Chips 275g,Snacks,3,25.41,76.23,swish,completed
S-20260114-00810,2026-01-14,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260114-01330,14/01/2026,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260114-00066,14/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260114-01891,2026-01-14,Gurka,Produce,2,19.9,39.8,card,completed
S-20260114-00125,2026-01-14,Tonfisk burk,Pantry,2,21.16,42.32,swish,completed
S-20260114-00101,2026-01-14,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260114-01866,2026-01-14,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260114-00213,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260114-00248,2026-01-14,Krossade tomater,pantry,2,14.9,29.8,card,completed
S-20260114-01783,2026-01-14,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260114-02039,2026-01-14,Te 20-pack,Beverages,3,34.9,104.7,card,completed
S-20260114-00998,14/01/2026,Äpplen,Produce,3,34.9,104.7,card,completed
S-20260114-01348,2026-01-14,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260114-00351,2026-01-14,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260114-01690,14/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-00582,2026-01-14,Glass,Frozen,1,39.9,39.9,swish,completed
S-20260114-01354,2026-01-14,Äpplen,Produce,3,34.9,104.7,cash,completed
S-20260114-00716,14/01/2026,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260114-01507,14/01/2026,Diskmedel,Household,3,29.9,89.7,swish,completed
S-20260114-00240,2026-01-14,Frysta ärtor,Frozen,3,22.41,67.23,card,completed
S-20260114-00901,2026-01-14,Ägg 12-pack,Dairy,3,39.9,119.7,swish,done
S-20260114-01125,2026-01-14,Tvättmedel,Household,3,79.9,239.7,card,completed
S-20260114-01544,2026-01-14,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260114-01750,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260114-01074,2026-01-14,Tonfisk burk,Pantry,3,24.9,74.7,cash,completed
S-20260114-00813,14/01/2026,Godis påse,Snacks,2,19.9,39.8,card,completed
S-20260114-01668,2026-01-14,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260114-01345,2026-01-14,Cigaretter,Tobacco,2,79.0,158.0,card,completed
S-20260114-01457,2026-01-14,Ris 1kg,Pantry,2,29.9,59.8,card,completed
S-20260114-01764,2026-01-14,Te 20-pack,Beverages,1,34.9,34.9,swish,completed
S-20260114-01104,2026-01-14,Mjölk 1L,Dairy,3,18.9,56.7,cash,completed
S-20260114-01001,2026-01-14,Ägg 12-pack,Dairy,1,37.9,37.9,card,completed
S-20260114-00369,2026-01-14,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260114-00421,14/01/2026,Bananer,produce,2,26.91,53.82,cash,completed
S-20260114-00384,14/01/2026,Mineralvatten 0.5L,Beverages,1,14.9,14.9,cash,completed
S-20260114-00731,2026-01-14,Smör 500g,dairy,1,49.9,49.9,card,completed
S-20260114-00322,14/01/2026,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260114-02056,2026-01-14,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260114-01234,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,swish,completed
S-20260114-01403,2026-01-14,Krossade tomater,Pantry,2,14.9,29.8,card,cancelled
S-20260114-00070,2026-01-14,Chokladkaka,Snacks,3,24.9,74.7,card,completed
S-20260114-01495,14/01/2026,Glass,Frozen,3,39.9,119.7,card,completed
S-20260114-00594,14/01/2026,Tonfisk burk,Pantry,3,22.41,67.23,card,completed
S-20260114-00783,2026-01-14,Pasta 500g,Pantry,2,19.9,39.8,swish,completed
S-20260114-00211,2026-01-14,Tomater,Produce,2,39.9,79.8,swish,completed
S-20260114-01611,2026-01-14,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260114-01288,2026-01-14,Tomater,Produce,1,39.9,39.9,card,completed
S-20260114-01250,2026-01-14,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260114-00100,2026-01-14,Chips 275g,Snacks,3,26.91,80.73,card,completed
S-20260114-01838,2026-01-14,Krossade tomater,Pantry,2,13.41,26.82,cash,Complete
S-20260114-01051,2026-01-14,Bananer,Produce,2,29.9,59.8,swish,completed
S-20260114-01806,2026-01-14,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-00415,2026-01-14,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-00417,2026-01-14,Ris 1kg,Pantry,3,29.9,89.7,swish,completed
S-20260114-01934,2026-01-14,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260114-01287,2026-01-14,Tandkräm,Personal Care,1,29.9,29.9,card,Complete
S-20260114-02017,2026-01-14,Frysta ärtor,Frozen,2,24.9,49.8,cash,completed
S-20260114-01429,2026-01-14,Pasta 500g,Pantry,4,19.9,79.6,card,completed
S-20260114-00555,2026-01-14,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260114-01126,2026-01-14,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-00434,2026-01-14,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260114-01311,14/01/2026,Tandkräm,Personal Care,1,32.89,32.89,card,completed
S-20260114-00282,2026-01-14,Tonfisk burk,Pantry,2,21.16,42.32,card,completed
S-20260114-00707,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260114-00983,2026-01-14,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260114-01430,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,swish,completed
S-20260114-00325,2026-01-14,Cigaretter,Tobacco,1,79.0,79.0,swish,completed
S-20260114-00568,2026-01-14,Chokladkaka,Snacks,1,24.9,24.9,card,Complete
S-20260114-00862,14/01/2026,Tandkräm,Personal Care,2,29.9,,card,refunded
S-20260114-01090,14/01/2026,Chips 275g,Snacks,3,29.9,89.7,card,completed
S-20260114-00808,2026-01-14,Pasta 500g,Pantry,1,19.9,19.9,cash,completed
S-20260114-00382,2026-01-14,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260114-01487,2026-01-14,Mineralvatten 0.5L,Beverages,1,14.9,14.9,cash,completed
S-20260114-00252,2026-01-14,Chips 275g,snacks,1,29.9,29.9,swish,completed
S-20260114-00577,2026-01-14,Cigaretter,Tobacco,1,75.05,75.05,card,completed
S-20260114-01718,2026-01-14,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260114-01899,2026-01-14,Chips 275g,Snacks,1,25.41,25.41,cash,completed
S-20260114-01901,14/01/2026,Glass,Frozen,1,37.9,37.9,swish,completed
S-20260114-01677,2026-01-14,Te 20-pack,Beverages,2,34.9,69.8,card,completed
S-20260114-01554,14/01/2026,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260114-02055,14/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-01999,14/01/2026,Tomater,Produce,2,39.9,79.8,card,completed
S-20260114-01995,2026-01-14,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260114-00298,2026-01-14,Mineralvatten 0.5L,Beverages,2,14.9,29.8,card,completed
S-20260114-00484,14/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,done
S-20260114-01217,2026-01-14,Frysta ärtor,Frozen,5,24.9,124.5,card,Complete
S-20260114-00953,2026-01-14,Glass,Frozen,1,39.9,39.9,cash,completed
S-20260114-01955,2026-01-14,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260114-01524,14/01/2026,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260114-01520,2026-01-14,Ägg 12-pack,Dairy,1,41.9,41.9,swish,completed
S-20260114-01665,2026-01-14,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260114-01519,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260114-00481,2026-01-14,Frysta ärtor,Frozen,2,24.9,49.8,card,completed
S-20260114-01990,2026-01-14,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260114-00439,2026-01-14,Smör 500g,Dairy,3,49.9,149.7,card,completed
S-20260114-00212,2026-01-14,Krossade tomater,Pantry,3,14.9,44.7,card,completed
S-20260114-01199,2026-01-14,Godis påse,Snacks,2,19.9,39.8,card,completed
S-20260114-01859,2026-01-14,Gurka,Produce,2,19.9,39.8,swish,completed
S-20260114-00615,2026-01-14,Cigaretter,Tobacco,2,79.0,158.0,swish,completed
S-20260114-00116,2026-01-14,Tonfisk burk,Pantry,2,23.65,47.3,card,completed
S-20260114-01548,2026-01-14,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260114-01736,14/01/2026,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260114-00487,2026-01-14,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260114-00964,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,cash,completed
S-20260114-01738,2026-01-14,Bananer,Produce,1,29.9,,swish,completed
S-20260114-01005,2026-01-14,Tonfisk burk,Pantry,4,23.65,94.6,card,completed
S-20260114-00999,2026-01-14,Toalettpapper 8-pack,Household,3,56.9,170.7,card,completed
S-20260114-00580,2026-01-14,Ägg 12-pack,Dairy,4,39.9,159.6,card,completed
S-20260114-01877,2026-01-14,Chips 275g,Snacks,4,29.9,119.6,cash,completed
S-20260114-01538,2026-01-14,Te 20-pack,Beverages,2,38.39,76.78,card,completed
S-20260114-01028,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,swish,completed
S-20260114-01895,14/01/2026,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260114-00451,14/01/2026,Diskmedel,Household,1,25.41,25.41,card,completed
S-20260114-01314,14/01/2026,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260114-01329,2026-01-14,Glass,Frozen,1,39.9,39.9,card,completed
S-20260114-00807,2026-01-14,Ägg 12-pack,Dairy,1,39.9,39.9,cash,completed
S-20260114-00121,14/01/2026,Gurka,Produce,2,16.91,33.82,card,completed
S-20260114-01407,2026-01-14,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260114-01745,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,cash,completed
S-20260114-01629,14/01/2026,Tomater,Produce,3,39.9,119.7,card,completed
S-20260114-01942,2026-01-14,Krossade tomater,Pantry,2,14.9,29.8,swish,completed
S-20260114-01714,2026-01-14,Gurka,Produce,1,19.9,19.9,card,completed
S-20260114-00535,2026-01-14,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260114-00136,14/01/2026,Te 20-pack,Beverages,1,31.41,31.41,card,completed
S-20260114-00367,2026-01-14,Godis påse,Snacks,1,19.9,19.9,card,cancelled
S-20260114-00597,2026-01-14,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260114-00299,14/01/2026,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260114-01974,2026-01-14,Te 20-pack,Beverages,3,34.9,104.7,cash,completed
S-20260114-00480,2026-01-14,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-01331,2026-01-14,Glass,Frozen,2,39.9,79.8,cash,completed
S-20260114-00232,2026-01-14,Toalettpapper 8-pack,Household,3,59.9,179.7,cash,completed
S-20260114-01030,2026-01-14,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260114-00110,2026-01-14,Pasta 500g,Pantry,1,21.89,21.89,card,completed
S-20260114-00618,2026-01-14,Toalettpapper 8-pack,household,1,59.9,59.9,card,refunded
S-20260114-01996,2026-01-14,Mjölk 1L,Dairy,1,18.9,18.9,card,refunded
S-20260114-01205,2026-01-14,Te 20-pack,Beverages,4,34.9,139.6,card,completed
S-20260114-01079,2026-01-14,Kaffe 500g,Beverages,2,69.9,139.8,cash,completed
S-20260114-01223,14/01/2026,Ris 1kg,Pantry,2,29.9,59.8,swish,completed
S-20260114-02036,2026-01-14,Glass,Frozen,1,39.9,39.9,card,completed
S-20260114-01803,14/01/2026,Bröd Limpa,Bakery,2,29.9,59.8,swish,completed
S-20260114-00064,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260114-01038,14/01/2026,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260114-01406,2026-01-14,Godis påse,Snacks,3,19.9,59.7,card,completed
S-20260114-01795,2026-01-14,Krossade tomater,Pantry,4,14.9,59.6,card,completed
S-20260114-00573,2026-01-14,Chokladkaka,snacks,1,24.9,24.9,card,completed
S-20260114-01333,2026-01-14,Läsk 1.5L,Beverages,1,26.14,26.14,card,completed
S-20260114-01139,14/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-01069,2026-01-14,Chips 275g,snacks,3,25.41,76.23,card,completed
S-20260114-02060,2026-01-14,Chokladkaka,Snacks,2,24.9,49.8,card,completed
S-20260114-01987,2026-01-14,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260114-01358,2026-01-14,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260114-01923,2026-01-14,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260114-01369,2026-01-14,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260114-00276,2026-01-14,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260114-01423,2026-01-14,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260114-01518,2026-01-14,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260114-01186,2026-01-14,Läsk 1.5L,Beverages,1,24.9,24.9,swish,completed
S-20260114-00255,14/01/2026,Glass,Frozen,1,39.9,39.9,cash,completed
S-20260114-00343,2026-01-14,Mineralvatten 0.5L,Beverages,3,14.9,44.7,card,completed
S-20260114-01245,2026-01-14,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260114-00907,2026-01-14,Schampo,Personal Care,1,49.9,49.9,swish,completed
S-20260114-01913,2026-01-14,Mineralvatten 0.5L,Beverages,3,16.39,49.17,card,completed
S-20260114-01132,2026-01-14,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260114-01682,2026-01-14,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260114-00888,2026-01-14,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-00122,2026-01-14,Gurka,Produce,1,19.9,19.9,card,completed
S-20260114-01588,2026-01-14,Frysta ärtor,Frozen,1,24.9,24.9,cash,completed
S-20260114-00024,14/01/2026,Tomater,Produce,3,41.9,125.7,cash,completed
S-20260114-00362,2026-01-14,Schampo,Personal Care,4,49.9,199.6,swish,completed
S-20260114-00600,2026-01-14,Diskmedel,Household,1,25.41,25.41,card,completed
S-20260114-00308,2026-01-14,Cigaretter,tobacco,1,79.0,79.0,card,completed
S-20260114-01086,2026-01-14,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260114-01707,2026-01-14,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260114-00818,2026-01-14,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260114-00621,14/01/2026,Frysta ärtor,Frozen,1,21.16,21.16,card,completed
S-20260114-00050,2026-01-14,Bröd Limpa,Bakery,3,29.9,89.7,card,completed
S-20260114-00174,2026-01-14,Glass,Frozen,2,39.9,79.8,card,completed
S-20260114-01625,2026-01-14,Tonfisk burk,Pantry,2,24.9,49.8,swish,completed
S-20260114-01203,2026-01-14,Krossade tomater,Pantry,1,14.9,14.9,card,done
S-20260114-00744,14/01/2026,Mjölk 1L,Dairy,1,18.9,18.9,cash,completed
S-20260114-01160,2026-01-14,Te 20-pack,Beverages,1,34.9,34.9,cash,completed
S-20260114-00839,2026-01-14,Mineralvatten 0.5L,Beverages,3,13.41,40.23,card,completed
S-20260114-02005,2026-01-14,Smör 500g,Dairy,3,49.9,149.7,card,completed
S-20260114-00705,14/01/2026,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260114-01947,14/01/2026,Toalettpapper 8-pack,Household,2,53.91,107.82,card,completed
S-20260114-01724,2026-01-14,Tvättmedel,Household,1,83.9,83.9,cash,completed
S-20260114-01336,2026-01-14,Te 20-pack,Beverages,1,33.15,33.15,card,completed
S-20260114-01513,2026-01-14,Tvättmedel,Household,2,79.9,159.8,cash,completed
S-20260114-01274,2026-01-14,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260114-00916,2026-01-14,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260114-00611,14/01/2026,Mineralvatten 0.5L,Beverages,2,14.9,29.8,card,completed
S-20260114-00257,2026-01-14,Cigaretter,Tobacco,1,79.0,79.0,card,refunded
S-20260114-00375,2026-01-14,Tonfisk burk,Pantry,5,26.14,130.7,card,completed
S-20260114-00496,14/01/2026,Bröd Limpa,Bakery,4,29.9,119.6,card,completed
S-20260114-01894,2026-01-14,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260114-02024,2026-01-14,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260114-00786,2026-01-14,Bananer,Produce,2,29.9,59.8,card,completed
S-20260114-01755,14/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260114-01059,2026-01-14,Ägg 12-pack,Dairy,1,35.91,35.91,swish,completed
S-20260114-01303,14/01/2026,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-00868,2026-01-14,Äpplen,Produce,2,29.66,59.32,card,completed
S-20260114-01862,2026-01-14,Äpplen,Produce,1,31.41,31.41,card,completed
S-20260114-00307,14/01/2026,Mjölk 1L,Dairy,5,18.9,94.5,card,completed
S-20260114-00757,2026-01-14,Bananer,Produce,1,29.9,29.9,card,completed
S-20260114-01453,2026-01-14,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260114-00905,2026-01-14,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-00620,2026-01-14,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260114-00271,2026-01-14,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260114-01037,2026-01-14,Diskmedel,Household,2,29.9,59.8,card,completed
S-20260114-00619,14/01/2026,Diskmedel,Household,2,29.9,59.8,card,completed
S-20260114-01290,2026-01-14,Tomater,Produce,1,39.9,39.9,swish,completed
S-20260114-01035,14/01/2026,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260114-01717,2026-01-14,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260114-00026,14/01/2026,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260114-01320,2026-01-14,Glass,Frozen,1,39.9,39.9,card,completed
S-20260114-00079,2026-01-14,Diskmedel,Household,1,29.9,29.9,cash,completed
S-20260114-01559,2026-01-14,Tandkräm,Personal Care,1,29.9,29.9,swish,completed
S-20260114-00033,2026-01-14,Tomater,Produce,3,39.9,119.7,card,completed
S-20260114-01275,2026-01-14,Tonfisk burk,Pantry,1,21.16,21.16,cash,completed
S-20260114-00787,2026-01-14,Tvättmedel,Household,2,79.9,159.8,cash,completed
S-20260114-01058,2026-01-14,Te 20-pack,Beverages,2,31.41,62.82,card,completed
S-20260114-01601,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,card,Complete
S-20260114-00164,2026-01-14,Gurka,Produce,2,17.91,35.82,cash,refunded
S-20260114-00204,2026-01-14,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260114-00711,14/01/2026,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260114-01415,14/01/2026,Schampo,Personal Care,1,49.9,49.9,swish,refunded
S-20260114-00317,2026-01-14,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260114-01209,2026-01-14,Godis påse,Snacks,3,19.9,59.7,cash,completed
S-20260114-00306,14/01/2026,Mineralvatten 0.5L,Beverages,1,14.9,14.9,cash,completed
S-20260114-00819,14/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260114-00430,2026-01-14,Tvättmedel,Household,3,79.9,239.7,card,completed
S-20260114-02050,14/01/2026,Te 20-pack,Beverages,1,36.65,36.65,card,completed
S-20260114-01537,2026-01-14,Toalettpapper 8-pack,Household,1,59.9,59.9,swish,completed
S-20260114-01542,2026-01-14,Smör 500g,Dairy,1,49.9,,swish,completed
S-20260114-01273,2026-01-14,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260114-01433,2026-01-14,Tomater,Produce,2,39.9,79.8,card,completed
S-20260114-00219,2026-01-14,Kaffe 500g,Beverages,2,69.9,139.8,swish,completed
