sale_id,sale_date,product_name,category,quantity,unit_price,total_amount,payment_method,status
S-20260115-00760,2026-01-15,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260115-00832,15/01/2026,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260115-01390,2026-01-15,Tvättmedel,Household,1,75.91,75.91,cash,completed
S-20260115-02648,2026-01-15,Chokladkaka,Snacks,2,24.9,49.8,swish,completed
S-20260115-01412,15/01/2026,Diskmedel,Household,2,29.9,59.8,swish,completed
S-20260115-01689,2026-01-15,Ägg 12-pack,Dairy,2,39.9,79.8,swish,done
S-20260115-00528,2026-01-15,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260115-00979,2026-01-15,Äpplen,Produce,3,34.9,104.7,card,completed
S-20260115-01868,15/01/2026,Glass,Frozen,1,39.9,39.9,card,completed
S-20260115-01270,15/01/2026,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260115-01002,15/01/2026,Toalettpapper 8-pack,Household,3,59.9,179.7,card,completed
S-20260115-02233,15/01/2026,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260115-00433,2026-01-15,Toalettpapper 8-pack,Household,3,59.9,179.7,card,completed
S-20260115-01012,2026-01-15,Pasta 500g,Pantry,1,19.9,19.9,card,refunded
S-20260115-02597,15/01/2026,Frysta ärtor,Frozen,1,23.65,23.65,swish,done
S-20260115-01714,15/01/2026,Tvättmedel,Household,1,75.91,75.91,card,completed
S-20260115-01806,2026-01-15,Gurka,Produce,2,19.9,39.8,swish,completed
S-20260115-01327,2026-01-15,Frysta ärtor,Frozen,3,24.9,74.7,card,completed
S-20260115-00074,15/01/2026,Bananer,Produce,2,29.9,59.8,card,completed
S-20260115-02391,2026-01-15,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260115-01428,2026-01-15,Kaffe 500g,Beverages,5,69.9,349.5,swish,completed
S-20260115-02253,2026-01-15,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260115-00333,2026-01-15,Pasta 500g,Pantry,1,19.9,19.9,cash,completed
S-20260115-00408,15/01/2026,Äpplen,Produce,1,29.66,29.66,card,completed
S-20260115-00463,15/01/2026,Tandkräm,Personal Care,2,29.9,59.8,swish,completed
S-20260115-01396,15/01/2026,Gurka,Produce,1,19.9,19.9,card,completed
S-20260115-01378,2026-01-15,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260115-00611,2026-01-15,Ris 1kg,Pantry,1,25.41,25.41,swish,completed
S-20260115-01254,2026-01-15,Ris 1kg,Pantry,2,29.9,59.8,cash,completed
S-20260115-02213,2026-01-15,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260115-01299,2026-01-15,Chokladkaka,Snacks,2,22.41,44.82,card,completed
S-20260115-02175,2026-01-15,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260115-02379,2026-01-15,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260115-01481,2026-01-15,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260115-02562,2026-01-15,Tvättmedel,Household,2,79.9,159.8,card,completed
S-20260115-01279,2026-01-15,Bröd Limpa,Bakery,3,29.9,89.7,card,completed
S-20260115-02523,15/01/2026,Glass,Frozen,3,41.9,125.7,card,completed
S-20260115-02190,15/01/2026,Chips 275g,Snacks,1,29.9,29.9,swish,completed
S-20260115-00271,15/01/2026,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260115-01593,2026-01-15,Chips 275g,Snacks,1,32.89,32.89,card,completed
S-20260115-00706,2026-01-15,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260115-02085,2026-01-15,Mineralvatten 0.5L,Beverages,1,12.66,12.66,card,done
S-20260115-00033,2026-01-15,Chokladkaka,Snacks,2,24.9,49.8,card,completed
S-20260115-01076,2026-01-15,Godis påse,Snacks,1,19.9,19.9,cash,completed
S-20260115-00808,2026-01-15,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260115-02321,2026-01-15,Diskmedel,Household,1,29.9,29.9,swish,completed
S-20260115-01345,2026-01-15,Ägg 12-pack,Dairy,1,35.91,35.91,card,completed
S-20260115-00458,2026-01-15,Frysta ärtor,Frozen,3,24.9,74.7,card,completed
S-20260115-02671,2026-01-15,Toalettpapper 8-pack,Household,1,65.89,65.89,card,completed
S-20260115-00544,2026-01-15,Tandkräm,Personal Care,1,29.9,29.9,card,completed
S-20260115-01994,2026-01-15,Godis påse,Snacks,5,19.9,99.5,card,completed
S-20260115-00094,15/01/2026,Diskmedel,Household,1,29.9,29.9,card,completed
S-20260115-00045,2026-01-15,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260115-01573,15/01/2026,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260115-01584,15/01/2026,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260115-00533,2026-01-15,Bröd Limpa,Bakery,2,26.91,53.82,swish,completed
S-20260115-01358,2026-01-15,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260115-01188,2026-01-15,Bananer,Produce,2,29.9,59.8,swish,completed
S-20260115-01850,2026-01-15,Smör 500g,Dairy,5,54.89,274.45,card,completed
S-20260115-00431,2026-01-15,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260115-00195,2026-01-15,Tvättmedel,Household,1,79.9,79.9,swish,completed
S-20260115-01595,15/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,refunded
S-20260115-00970,2026-01-15,Tonfisk burk,Pantry,1,21.16,21.16,card,completed
S-20260115-01536,15/01/2026,Äpplen,Produce,1,29.66,29.66,card,completed
S-20260115-01303,2026-01-15,Krossade tomater,Pantry,1,14.9,14.9,card,completed
S-20260115-00991,2026-01-15,Krossade tomater,Pantry,1,14.9,14.9,swish,completed
S-20260115-02470,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,cash,completed
S-20260115-02516,2026-01-15,Äpplen,Produce,2,34.9,69.8,swish,completed
S-20260115-00842,2026-01-15,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260115-00325,2026-01-15,Ris 1kg,Pantry,4,29.9,119.6,swish,completed
S-20260115-00434,15/01/2026,Krossade tomater,Pantry,1,14.9,14.9,card,refunded
S-20260115-01954,2026-01-15,Glass,Frozen,1,37.9,37.9,card,completed
S-20260115-01272,15/01/2026,Mjölk 1L,Dairy,3,18.9,56.7,swish,completed
S-20260115-02352,15/01/2026,Ägg 12-pack,Dairy,1,37.9,37.9,card,completed
S-20260115-00941,15/01/2026,Pasta 500g,pantry,1,19.9,19.9,swish,completed
S-20260115-00142,2026-01-15,Pasta 500g,Pantry,1,21.89,21.89,card,completed
S-20260115-00368,2026-01-15,Diskmedel,Household,2,29.9,59.8,card,completed
S-20260115-02229,15/01/2026,Krossade tomater,Pantry,2,14.9,29.8,swish,completed
S-20260115-00415,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260115-02056,15/01/2026,Te 20-pack,Beverages,1,33.15,33.15,card,completed
S-20260115-00932,2026-01-15,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260115-01042,15/01/2026,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260115-02220,2026-01-15,Smör 500g,Dairy,3,49.9,149.7,card,completed
S-20260115-02681,2026-01-15,Cigaretter,Tobacco,1,79.0,79.0,card,Complete
S-20260115-01602,2026-01-15,Pasta 500g,Pantry,2,19.9,,cash,completed
S-20260115-01360,2026-01-15,Tandkräm,Personal Care,4,29.9,119.6,swish,completed
S-20260115-00479,15/01/2026,Chokladkaka,Snacks,5,22.41,112.05,card,completed
S-20260115-00071,2026-01-15,Krossade tomater,Pantry,4,14.9,59.6,card,completed
S-20260115-00240,2026-01-15,Glass,Frozen,4,39.9,159.6,card,completed
S-20260115-02020,2026-01-15,Ris 1kg,Pantry,5,29.9,149.5,card,completed
S-20260115-00299,2026-01-15,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260115-00057,2026-01-15,Chokladkaka,Snacks,2,24.9,49.8,card,completed
S-20260115-01454,15/01/2026,Godis påse,Snacks,1,19.9,19.9,card,completed
S-20260115-01081,2026-01-15,Tomater,Produce,1,39.9,39.9,swish,completed
S-20260115-01778,2026-01-15,Chokladkaka,Snacks,1,23.65,23.65,cash,completed
S-20260115-01094,15/01/2026,Bananer,Produce,1,29.9,29.9,card,completed
S-20260115-01466,2026-01-15,Ris 1kg,Pantry,1,26.91,26.91,card,completed
S-20260115-00928,15/01/2026,Chips 275g,Snacks,3,29.9,89.7,card,done
S-20260115-02323,15/01/2026,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260115-02529,2026-01-15,Ägg 12-pack,Dairy,1,39.9,39.9,cash,completed
S-20260115-01522,2026-01-15,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260115-00125,2026-01-15,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260115-00791,2026-01-15,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260115-00176,2026-01-15,Cigaretter,Tobacco,2,82.95,165.9,swish,completed
S-20260115-02333,2026-01-15,Frysta ärtor,Frozen,2,24.9,49.8,cash,completed
S-20260115-00411,2026-01-15,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260115-00573,2026-01-15,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260115-01512,15/01/2026,Mjölk 1L,Dairy,2,18.9,37.8,swish,completed
S-20260115-01447,2026-01-15,Krossade tomater,Pantry,1,14.9,14.9,cash,completed
S-20260115-00892,2026-01-15,Läsk 1.5L,Beverages,1,24.9,24.9,swish,completed
S-20260115-01615,2026-01-15,Diskmedel,Household,2,29.9,59.8,card,completed
S-20260115-01827,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260115-00839,2026-01-15,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260115-00600,2026-01-15,Frysta ärtor,Frozen,4,24.9,99.6,card,completed
S-20260115-01235,2026-01-15,Ris 1kg,Pantry,2,29.9,59.8,card,completed
S-20260115-01179,15/01/2026,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260115-02185,2026-01-15,Ris 1kg,Pantry,1,29.9,29.9,swish,Complete
S-20260115-02396,2026-01-15,Kaffe 500g,Beverages,3,66.41,199.23,swish,completed
S-20260115-02293,15/01/2026,Mjölk 1L,Dairy,3,18.9,56.7,cash,completed
S-20260115-02623,15/01/2026,Äpplen,Produce,1,34.9,34.9,card,completed
S-20260115-01237,15/01/2026,Gurka,Produce,1,19.9,19.9,card,refunded
S-20260115-01018,2026-01-15,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260115-02638,15/01/2026,Bananer,Produce,1,29.9,29.9,card,completed
S-20260115-01341,15/01/2026,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260115-02652,2026-01-15,Mineralvatten 0.5L,Beverages,3,14.9,44.7,card,completed
S-20260115-00783,15/01/2026,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260115-00421,15/01/2026,Äpplen,produce,2,34.9,69.8,cash,completed
S-20260115-01399,2026-01-15,Gurka,Produce,1,19.9,19.9,card,completed
S-20260115-01652,2026-01-15,Mjölk 1L,Dairy,1,18.9,18.9,swish,completed
S-20260115-00064,2026-01-15,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260115-00618,2026-01-15,Toalettpapper 8-pack,Household,1,59.9,59.9,cash,completed
S-20260115-01773,2026-01-15,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260115-00197,2026-01-15,Cigaretter,Tobacco,1,79.0,79.0,card,completed
S-20260115-02340,15/01/2026,Te 20-pack,Beverages,1,33.15,33.15,card,completed
S-20260115-02393,2026-01-15,Frysta ärtor,Frozen,1,24.9,24.9,card,completed
S-20260115-02128,2026-01-15,Kaffe 500g,Beverages,5,69.9,349.5,card,refunded
S-20260115-01653,2026-01-15,Kaffe 500g,Beverages,1,62.91,62.91,card,completed
S-20260115-02420,2026-01-15,Bananer,Produce,2,31.39,62.78,card,completed
S-20260115-00658,2026-01-15,Glass,Frozen,1,39.9,39.9,card,completed
S-20260115-00822,15/01/2026,Frysta ärtor,Frozen,1,21.16,21.16,card,done
S-20260115-02078,15/01/2026,Chokladkaka,Snacks,1,21.16,21.16,card,completed
S-20260115-02079,2026-01-15,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260115-00444,2026-01-15,Läsk 1.5L,Beverages,2,24.9,49.8,card,completed
S-20260115-00283,15/01/2026,Cigaretter,Tobacco,1,79.0,79.0,swish,completed
S-20260115-01657,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260115-02620,2026-01-15,Godis påse,snacks,3,19.9,59.7,card,completed
S-20260115-00030,15/01/2026,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-01099,2026-01-15,Cigaretter,Tobacco,1,79.0,79.0,cash,completed
S-20260115-01691,15/01/2026,Läsk 1.5L,Beverages,1,21.16,21.16,card,completed
S-20260115-00950,15/01/2026,Gurka,Produce,1,19.9,19.9,card,completed
S-20260115-02288,2026-01-15,Krossade tomater,Pantry,1,14.9,14.9,card,done
S-20260115-02504,2026-01-15,Gurka,Produce,2,19.9,39.8,card,completed
S-20260115-01187,15/01/2026,Schampo,Personal Care,1,49.9,49.9,card,completed
S-20260115-00788,2026-01-15,Frysta ärtor,Frozen,1,24.9,24.9,cash,completed
S-20260115-00322,2026-01-15,Godis påse,snacks,4,19.9,79.6,cash,completed
S-20260115-00189,2026-01-15,Bananer,Produce,2,29.9,59.8,card,completed
S-20260115-02179,2026-01-15,Te 20-pack,Beverages,2,34.9,69.8,swish,completed
S-20260115-00171,2026-01-15,Smör 500g,Dairy,2,49.9,99.8,cash,completed
S-20260115-01682,2026-01-15,Bröd Limpa,Bakery,1,29.9,29.9,card,Complete
S-20260115-00044,2026-01-15,Frysta ärtor,Frozen,1,24.9,24.9,swish,completed
S-20260115-00088,2026-01-15,Te 20-pack,Beverages,2,29.66,59.32,cash,completed
S-20260115-01322,2026-01-15,Ris 1kg,Pantry,3,29.9,89.7,card,cancelled
S-20260115-00412,2026-01-15,Frysta ärtor,Frozen,5,24.9,124.5,swish,completed
S-20260115-00461,2026-01-15,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260115-01766,2026-01-15,Glass,Frozen,2,39.9,79.8,card,completed
S-20260115-01432,2026-01-15,Krossade tomater,Pantry,2,14.9,29.8,card,completed
S-20260115-01927,2026-01-15,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260115-01035,2026-01-15,Ägg 12-pack,Dairy,1,35.91,35.91,card,completed
S-20260115-02467,2026-01-15,Glass,Frozen,1,39.9,39.9,card,completed
S-20260115-00582,2026-01-15,Bröd Limpa,Bakery,2,29.9,59.8,card,completed
S-20260115-00656,2026-01-15,Ris 1kg,pantry,1,29.9,29.9,card,completed
S-20260115-01124,2026-01-15,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260115-00519,2026-01-15,Smör 500g,Dairy,2,49.9,99.8,card,completed
S-20260115-00323,2026-01-15,Tvättmedel,Household,1,79.9,79.9,card,completed
S-20260115-00633,2026-01-15,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260115-01633,15/01/2026,Toalettpapper 8-pack,Household,4,59.9,239.6,card,completed
S-20260115-01468,2026-01-15,Te 20-pack,Beverages,2,34.9,69.8,card,completed
S-20260115-00150,2026-01-15,Ris 1kg,Pantry,3,29.9,89.7,card,completed
S-20260115-01453,2026-01-15,Mjölk 1L,Dairy,2,18.9,37.8,card,completed
S-20260115-01899,2026-01-15,Godis påse,Snacks,1,19.9,19.9,card,refunded
S-20260115-01191,2026-01-15,Gurka,Produce,2,21.89,43.78,swish,completed
S-20260115-02202,2026-01-15,Mjölk 1L,Dairy,3,18.9,56.7,card,completed
S-20260115-00135,15/01/2026,Chokladkaka,Snacks,1,24.9,24.9,cash,completed
S-20260115-01256,2026-01-15,Chokladkaka,Snacks,1,22.41,22.41,card,completed
S-20260115-00046,2026-01-15,Tomater,Produce,1,39.9,39.9,card,completed
S-20260115-01430,2026-01-15,Äpplen,Produce,2,34.9,69.8,card,completed
S-20260115-00891,15/01/2026,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260115-00234,2026-01-15,Tandkräm,Personal Care,2,29.9,59.8,card,completed
S-20260115-01908,2026-01-15,Tvättmedel,Household,3,79.9,239.7,card,completed
S-20260115-01978,2026-01-15,Ris 1kg,Pantry,1,29.9,29.9,card,completed
S-20260115-01564,15/01/2026,Tomater,Produce,1,39.9,39.9,swish,completed
S-20260115-00766,2026-01-15,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-01981,2026-01-15,Kaffe 500g,Beverages,1,69.9,69.9,card,completed
S-20260115-00440,2026-01-15,Smör 500g,Dairy,3,49.9,149.7,swish,completed
S-20260115-02005,15/01/2026,Ris 1kg,Pantry,1,29.9,29.9,swish,completed
S-20260115-00409,2026-01-15,Läsk 1.5L,Beverages,2,22.41,44.82,card,completed
S-20260115-00222,15/01/2026,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260115-01724,2026-01-15,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260115-00966,15/01/2026,Diskmedel,Household,1,29.9,29.9,swish,completed
S-20260115-00962,2026-01-15,Mjölk 1L,Dairy,1,16.06,16.06,card,completed
S-20260115-02346,15/01/2026,Cigaretter,Tobacco,1,71.1,71.1,swish,completed
S-20260115-00696,15/01/2026,Godis påse,Snacks,5,19.9,99.5,card,completed
S-20260115-00933,2026-01-15,Ris 1kg,Pantry,2,29.9,59.8,card,completed
S-20260115-00174,2026-01-15,Bananer,Produce,1,29.9,29.9,swish,completed
S-20260115-00179,2026-01-15,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260115-01805,2026-01-15,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-01567,15/01/2026,Kaffe 500g,Beverages,2,69.9,139.8,swish,completed
S-20260115-02696,2026-01-15,Godis påse,Snacks,1,19.9,19.9,swish,completed
S-20260115-00212,15/01/2026,Chips 275g,Snacks,3,29.9,89.7,card,completed
S-20260115-01515,2026-01-15,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260115-02602,2026-01-15,Te 20-pack,Beverages,1,33.15,33.15,card,completed
S-20260115-01737,2026-01-15,Glass,Frozen,1,39.9,39.9,card,refunded
S-20260115-00890,2026-01-15,Krossade tomater,Pantry,2,14.9,29.8,card,completed
S-20260115-01111,2026-01-15,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260115-00153,2026-01-15,Bananer,Produce,1,29.9,29.9,card,completed
S-20260115-00536,2026-01-15,Tomater,Produce,2,39.9,79.8,card,completed
S-20260115-02464,2026-01-15,Tonfisk burk,Pantry,3,24.9,74.7,card,completed
S-20260115-01048,2026-01-15,Tonfisk burk,Pantry,1,24.9,24.9,card,completed
S-20260115-00603,2026-01-15,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260115-00555,2026-01-15,Krossade tomater,Pantry,2,14.9,29.8,card,completed
S-20260115-02297,2026-01-15,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-00258,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,completed
S-20260115-01836,2026-01-15,Ris 1kg,Pantry,2,29.9,59.8,card,completed
S-20260115-02306,2026-01-15,Tonfisk burk,Pantry,1,22.41,22.41,card,completed
S-20260115-02609,2026-01-15,Smör 500g,dairy,2,49.9,99.8,card,completed
S-20260115-01619,2026-01-15,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260115-00255,2026-01-15,Äpplen,Produce,2,34.9,,card,completed
S-20260115-00927,2026-01-15,Chips 275g,Snacks,2,29.9,59.8,card,completed
S-20260115-01118,2026-01-15,Pasta 500g,Pantry,1,19.9,19.9,card,completed
S-20260115-01085,15/01/2026,Äpplen,Produce,2,29.66,59.32,card,refunded
S-20260115-00169,2026-01-15,Mineralvatten 0.5L,Beverages,5,14.15,70.75,swish,refunded
S-20260115-01001,2026-01-15,Ris 1kg,Pantry,2,31.39,62.78,card,done
S-20260115-02044,2026-01-15,Te 20-pack,Beverages,1,34.9,34.9,card,completed
S-20260115-00499,2026-01-15,Ris 1kg,Pantry,1,25.41,25.41,card,completed
S-20260115-00508,15/01/2026,Krossade tomater,pantry,1,14.9,14.9,card,completed
S-20260115-00136,2026-01-15,Mjölk 1L,Dairy,1,18.9,18.9,card,completed
S-20260115-00789,2026-01-15,Schampo,Personal Care,2,49.9,99.8,card,completed
S-20260115-02084,2026-01-15,Mineralvatten 0.5L,Beverages,1,14.9,14.9,card,refunded
S-20260115-02384,2026-01-15,Godis påse,Snacks,1,19.9,19.9,cash,completed
S-20260115-01610,2026-01-15,Ägg 12-pack,Dairy,2,39.9,79.8,card,completed
S-20260115-01212,2026-01-15,Diskmedel,Household,3,25.41,76.23,card,completed
S-20260115-01551,2026-01-15,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-02508,2026-01-15,Bröd Limpa,Bakery,1,29.9,29.9,card,completed
S-20260115-00859,2026-01-15,Tomater,Produce,1,39.9,39.9,card,completed
S-20260115-00671,2026-01-15,Ägg 12-pack,Dairy,1,37.9,37.9,card,completed
S-20260115-00863,2026-01-15,Kaffe 500g,Beverages,2,62.91,125.82,card,completed
S-20260115-00211,2026-01-15,Tonfisk burk,Pantry,3,24.9,74.7,swish,completed
S-20260115-02193,2026-01-15,Bananer,Produce,1,29.9,29.9,card,completed
S-20260115-01711,2026-01-15,Toalettpapper 8-pack,Household,1,59.9,59.9,card,completed
S-20260115-01898,2026-01-15,Smör 500g,Dairy,1,49.9,49.9,card,completed
S-20260115-02410,2026-01-15,Läsk 1.5L,Beverages,1,24.9,24.9,card,completed
S-20260115-01588,15/01/2026,Mineralvatten 0.5L,Beverages,3,14.9,44.7,card,completed
S-20260115-02195,2026-01-15,Ägg 12-pack,Dairy,1,33.91,33.91,swish,cancelled
S-20260115-00522,2026-01-15,Tomater,Produce,1,33.91,33.91,card,completed
S-20260115-00621,2026-01-15,Ägg 12-pack,Dairy,1,39.9,39.9,card,completed
S-20260115-02443,15/01/2026,Smör 500g,Dairy,1,49.9,49.9,swish,completed
S-20260115-02618,2026-01-15,Tonfisk burk,Pantry,3,22.41,67.23,card,completed
S-20260115-01084,2026-01-15,Diskmedel,Household,1,25.41,25.41,swish,completed
S-20260115-01098,2026-01-15,Chokladkaka,Snacks,1,24.9,24.9,card,completed
S-20260115-01504,2026-01-15,Kaffe 500g,Beverages,1,59.42,59.42,card,completed
S-20260115-01874,2026-01-15,Tonfisk burk,Pantry,2,24.9,49.8,card,completed
S-20260115-02372,2026-01-15,Smör 500g,Dairy,2,49.9,99.8,swish,completed
S-20260115-00745,15/01/2026,Bröd Limpa,Bakery,1,26.91,26.91,swish,completed
S-20260115-00355,2026-01-15,Glass,Frozen,1,39.9,39.9,cash,completed
S-20260115-00366,2026-01-15,Äpplen,Produce,1,33.15,33.15,card,completed
S-20260115-00200,2026-01-15,Pasta 500g,Pantry,1,16.91,16.91,card,refunded
S-20260115-01565,2026-01-15,Chips 275g,Snacks,1,29.9,29.9,card,completed
S-20260115-01339,2026-01-15,Glass,Frozen,5,33.91,169.55,card,completed
S-20260115-00290,15/01/2026,Krossade tomater,Pantry,3,14.9,44.7,card,completed
S-20260115-00247,2026-01-15,Ägg 12-pack,Dairy,1,37.9,37.9,card,completed
S-20260115-02159,2026-01-15,Tandkräm,Personal Care,3,31.39,94.17,swish,completed
S-20260115-02368,2026-01-15,Tomater,Produce,1,39.9,39.9,card,completed
